date,product,region,quantity,price,revenue,cost,profit
2024-02-23,Beta Jeans,North,18,148.86,2679.48,1557.59,1121.89
2024-02-23,Beta Jeans,South,15,155.88,2338.2,1336.42,1001.78
2024-02-23,Beta Jeans,East,25,155.42,3885.5,2305.06,1580.44
2024-02-23,Beta Jeans,West,26,164.24,4270.24,2656.04,1614.2
2024-02-23,Gamma Jacket,North,27,192.6,5200.2,3341.77,1858.43
2024-02-23,Gamma Jacket,South,17,175.39,2981.63,1826.11,1155.52
2024-02-23,Gamma Jacket,East,25,190.78,4769.5,2957.11,1812.39
2024-02-23,Gamma Jacket,West,19,158.83,3017.77,1690.01,1327.76
2024-02-23,Delta Shoes,North,34,213.59,7262.06,4032.96,3229.1
2024-02-23,Delta Shoes,South,35,241.75,8461.25,5562.41,2898.84
2024-02-23,Delta Shoes,East,32,210.57,6738.24,4070.63,2667.61
2024-02-23,Delta Shoes,West,31,210.46,6524.26,4017.04,2507.22
2024-02-23,Epsilon Hat,North,19,77.94,1480.86,872.03,608.83
2024-02-23,Epsilon Hat,South,14,88.46,1238.44,760.01,478.43
2024-02-23,Epsilon Hat,East,16,84.67,1354.72,848.67,506.05
2024-02-23,Epsilon Hat,West,13,81.43,1058.59,606.77,451.82
2024-02-24,Alpha Shirt,North,35,174.88,6120.8,3649.44,2471.36
2024-02-24,Alpha Shirt,South,25,195.43,4885.75,2714.61,2171.14
2024-02-24,Alpha Shirt,East,28,201.69,5647.32,3244.8,2402.52
2024-02-24,Alpha Shirt,West,30,178.77,5363.1,3305.84,2057.26
2024-02-24,Beta Jeans,North,25,154.63,3865.75,2490.23,1375.52
2024-02-24,Beta Jeans,South,30,150.32,4509.6,2625.99,1883.61
2024-02-24,Beta Jeans,East,20,149.73,2994.6,1745.68,1248.92
2024-02-24,Beta Jeans,West,18,156.32,2813.76,1608.34,1205.42
2024-02-24,Gamma Jacket,North,28,193.39,5414.92,3162.45,2252.47
2024-02-24,Gamma Jacket,South,22,171.15,3765.3,2305.83,1459.47
2024-02-24,Gamma Jacket,East,26,200.86,5222.36,3318.02,1904.34
2024-02-24,Gamma Jacket,West,33,173.85,5737.05,3497.17,2239.88
2024-02-24,Delta Shoes,North,32,217.45,6958.4,4017.06,2941.34
2024-02-24,Delta Shoes,South,28,207.96,5822.88,3447.68,2375.2
2024-02-24,Delta Shoes,East,24,194.71,4673.04,2782.19,1890.85
2024-02-24,Delta Shoes,West,36,220.3,7930.8,4981.08,2949.72
2024-02-24,Epsilon Hat,North,15,76.22,1143.3,703.3,440.0
2024-02-24,Epsilon Hat,South,6,88.66,531.96,309.85,222.11
2024-02-24,Epsilon Hat,East,13,80.2,1042.6,683.09,359.51
2024-02-24,Epsilon Hat,West,13,79.98,1039.74,584.13,455.61
2024-02-25,Alpha Shirt,North,34,198.95,6764.3,4416.25,2348.05
2024-02-25,Alpha Shirt,South,26,219.02,5694.52,3589.45,2105.07
2024-02-25,Alpha Shirt,East,35,206.26,7219.1,4257.95,2961.15
2024-02-25,Alpha Shirt,West,24,197.75,4746.0,2718.93,2027.07
2024-02-25,Beta Jeans,North,29,142.14,4122.06,2562.88,1559.18
2024-02-25,Beta Jeans,South,31,148.18,4593.58,2853.17,1740.41
2024-02-25,Beta Jeans,East,19,139.1,2642.9,1545.88,1097.02
2024-02-25,Beta Jeans,West,15,137.91,2068.65,1337.41,731.24
2024-02-25,Gamma Jacket,North,35,187.08,6547.8,3929.94,2617.86
2024-02-25,Gamma Jacket,South,27,192.53,5198.31,2977.82,2220.49
2024-02-25,Gamma Jacket,East,25,192.57,4814.25,2519.38,2294.87
2024-02-25,Gamma Jacket,West,33,183.47,6054.51,3364.14,2690.37
2024-02-25,Delta Shoes,North,44,222.25,9779.0,5747.92,4031.08
2024-02-25,Delta Shoes,South,37,218.3,8077.1,5214.49,2862.61
2024-02-25,Delta Shoes,East,21,234.93,4933.53,3155.55,1777.98
2024-02-25,Delta Shoes,West,27,239.41,6464.07,3858.53,2605.54
2024-02-25,Epsilon Hat,North,16,80.01,1280.16,758.41,521.75
2024-02-25,Epsilon Hat,South,13,80.28,1043.64,701.88,341.76
2024-02-25,Epsilon Hat,East,10,82.69,826.9,475.87,351.03
2024-02-25,Epsilon Hat,West,9,73.82,664.38,363.9,300.48
2024-02-26,Alpha Shirt,North,37,186.39,6896.43,4174.81,2721.62
2024-02-26,Alpha Shirt,South,24,190.74,4577.76,2779.65,1798.11
2024-02-26,Alpha Shirt,East,38,187.07,7108.66,4289.5,2819.16
2024-02-26,Alpha Shirt,West,29,189.05,5482.45,3138.6,2343.85
2024-02-26,Beta Jeans,North,24,156.04,3744.96,2335.16,1409.8
2024-02-26,Beta Jeans,South,28,147.79,4138.12,2745.98,1392.14
2024-02-26,Beta Jeans,East,19,139.54,2651.26,1493.65,1157.61
2024-02-26,Beta Jeans,West,23,156.4,3597.2,2162.0,1435.2
2024-02-26,Gamma Jacket,North,26,187.57,4876.82,2876.07,2000.75
2024-02-26,Gamma Jacket,South,24,176.2,4228.8,2448.15,1780.65
2024-02-26,Gamma Jacket,East,41,177.46,7275.86,4405.85,2870.01
2024-02-26,Gamma Jacket,West,22,196.97,4333.34,2503.62,1829.72
2024-02-26,Delta Shoes,North,52,225.68,11735.36,6641.28,5094.08
2024-02-26,Delta Shoes,South,32,234.29,7497.28,4563.7,2933.58
2024-02-26,Delta Shoes,East,32,225.3,7209.6,3747.64,3461.96
2024-02-26,Delta Shoes,West,41,235.9,9671.9,6017.46,3654.44
2024-02-26,Epsilon Hat,North,17,90.07,1531.19,922.18,609.01
2024-02-26,Epsilon Hat,South,10,84.28,842.8,528.59,314.21
2024-02-26,Epsilon Hat,East,16,83.3,1332.8,829.27,503.53
2024-02-26,Epsilon Hat,West,16,76.26,1220.16,732.45,487.71
2024-02-27,Alpha Shirt,North,37,190.34,7042.58,4276.49,2766.09
2024-02-27,Alpha Shirt,South,32,203.92,6525.44,3665.0,2860.44
2024-02-27,Alpha Shirt,East,32,191.41,6125.12,3612.38,2512.74
2024-02-27,Alpha Shirt,West,31,190.35,5900.85,3401.81,2499.04
2024-02-27,Beta Jeans,North,27,152.72,4123.44,2438.01,1685.43
2024-02-27,Beta Jeans,South,16,156.07,2497.12,1474.91,1022.21
2024-02-27,Beta Jeans,East,25,153.67,3841.75,2214.6,1627.15
2024-02-27,Beta Jeans,West,27,143.04,3862.08,2418.47,1443.61
2024-02-27,Gamma Jacket,North,41,179.94,7377.54,4070.31,3307.23
2024-02-27,Gamma Jacket,South,18,153.09,2755.62,1640.49,1115.13
2024-02-27,Gamma Jacket,East,26,186.37,4845.62,2908.61,1937.01
2024-02-27,Gamma Jacket,West,21,168.45,3537.45,2220.72,1316.73
2024-02-27,Delta Shoes,North,30,197.73,5931.9,3643.15,2288.75
2024-02-27,Delta Shoes,South,38,210.05,7981.9,4823.59,3158.31
2024-02-27,Delta Shoes,East,27,203.05,5482.35,3304.54,2177.81
2024-02-27,Delta Shoes,West,31,237.8,7371.8,4351.05,3020.75
2024-02-27,Epsilon Hat,North,18,79.8,1436.4,877.52,558.88
2024-02-27,Epsilon Hat,South,12,72.36,868.32,514.8,353.52
2024-02-27,Epsilon Hat,East,11,78.6,864.6,463.67,400.93
2024-02-27,Epsilon Hat,West,18,81.53,1467.54,854.03,613.51
2024-02-28,Alpha Shirt,North,29,212.56,6164.24,3861.09,2303.15
2024-02-28,Alpha Shirt,South,40,189.72,7588.8,4847.11,2741.69
2024-02-28,Alpha Shirt,East,34,186.72,6348.48,3775.15,2573.33
2024-02-28,Alpha Shirt,West,27,207.49,5602.23,3179.7,2422.53
2024-02-28,Beta Jeans,North,23,157.29,3617.67,2138.24,1479.43
2024-02-28,Beta Jeans,South,13,154.64,2010.32,1275.19,735.13
2024-02-28,Beta Jeans,East,19,147.33,2799.27,1786.47,1012.8
2024-02-28,Beta Jeans,West,26,148.03,3848.78,2512.05,1336.73
2024-02-28,Gamma Jacket,North,28,165.18,4625.04,2441.57,2183.47
2024-02-28,Gamma Jacket,South,35,184.51,6457.85,3734.52,2723.33
2024-02-28,Gamma Jacket,East,29,196.73,5705.17,3308.42,2396.75
2024-02-28,Gamma Jacket,West,19,187.43,3561.17,2414.79,1146.38
2024-02-28,Delta Shoes,North,27,226.16,6106.32,3611.7,2494.62
2024-02-28,Delta Shoes,South,32,219.66,7029.12,3913.3,3115.82
2024-02-28,Delta Shoes,East,25,223.81,5595.25,3077.8,2517.45
2024-02-28,Delta Shoes,West,29,239.63,6949.27,4455.33,2493.94
2024-02-28,Epsilon Hat,North,9,82.14,739.26,409.45,329.81
2024-02-28,Epsilon Hat,South,8,76.92,615.36,398.32,217.04
2024-02-28,Epsilon Hat,East,5,77.01,385.05,224.89,160.16
2024-02-28,Epsilon Hat,West,9,80.39,723.51,443.3,280.21
2024-02-29,Alpha Shirt,North,29,199.52,5786.08,3721.78,2064.3
2024-02-29,Alpha Shirt,South,28,214.09,5994.52,3539.23,2455.29
2024-02-29,Alpha Shirt,East,32,208.39,6668.48,3879.26,2789.22
2024-02-29,Alpha Shirt,West,25,203.51,5087.75,3195.11,1892.64
2024-02-29,Beta Jeans,North,20,147.13,2942.6,1875.51,1067.09
2024-02-29,Beta Jeans,South,15,156.61,2349.15,1324.72,1024.43
2024-02-29,Beta Jeans,East,20,154.11,3082.2,1834.09,1248.11
2024-02-29,Beta Jeans,West,16,146.43,2342.88,1501.15,841.73
2024-02-29,Gamma Jacket,North,27,195.71,5284.17,3325.82,1958.35
2024-02-29,Gamma Jacket,South,25,180.96,4524.0,2902.17,1621.83
2024-02-29,Gamma Jacket,East,31,174.62,5413.22,3228.9,2184.32
2024-02-29,Gamma Jacket,West,40,186.91,7476.4,4851.97,2624.43
2024-02-29,Delta Shoes,North,34,227.36,7730.24,4558.78,3171.46
2024-02-29,Delta Shoes,South,43,221.49,9524.07,5453.35,4070.72
2024-02-29,Delta Shoes,East,40,217.29,8691.6,5221.26,3470.34
2024-02-29,Delta Shoes,West,24,218.12,5234.88,3069.03,2165.85
2024-02-29,Epsilon Hat,North,9,79.6,716.4,443.13,273.27
2024-02-29,Epsilon Hat,South,10,86.43,864.3,526.18,338.12
2024-02-29,Epsilon Hat,East,11,72.49,797.39,439.64,357.75
2024-02-29,Epsilon Hat,West,11,82.15,903.65,539.18,364.47
2024-03-01,Alpha Shirt,North,31,199.01,6169.31,3608.25,2561.06
2024-03-01,Alpha Shirt,South,24,202.08,4849.92,2885.89,1964.03
2024-03-01,Alpha Shirt,East,28,189.7,5311.6,3244.7,2066.9
2024-03-01,Alpha Shirt,West,41,197.29,8088.89,4411.44,3677.45
2024-03-01,Beta Jeans,North,14,152.59,2136.26,1226.96,909.3
2024-03-01,Beta Jeans,South,25,156.32,3908.0,2344.03,1563.97
2024-03-01,Beta Jeans,East,17,152.25,2588.25,1630.77,957.48
2024-03-01,Beta Jeans,West,30,154.24,4627.2,2745.33,1881.87
2024-03-01,Gamma Jacket,North,30,168.33,5049.9,3199.0,1850.9
2024-03-01,Gamma Jacket,South,28,188.85,5287.8,3070.03,2217.77
2024-03-01,Gamma Jacket,East,24,176.38,4233.12,2373.28,1859.84
2024-03-01,Gamma Jacket,West,36,168.31,6059.16,3668.06,2391.1
2024-03-01,Delta Shoes,North,22,225.46,4960.12,3035.99,1924.13
2024-03-01,Delta Shoes,South,40,226.17,9046.8,5855.13,3191.67
2024-03-01,Delta Shoes,East,21,217.71,4571.91,2904.76,1667.15
2024-03-01,Delta Shoes,West,29,241.57,7005.53,3920.75,3084.78
2024-03-01,Epsilon Hat,North,15,81.43,1221.45,730.62,490.83
2024-03-01,Epsilon Hat,South,7,77.34,541.38,318.2,223.18
2024-03-01,Epsilon Hat,East,16,72.88,1166.08,657.61,508.47
2024-03-01,Epsilon Hat,West,16,82.19,1315.04,813.97,501.07
2024-03-02,Alpha Shirt,North,32,199.86,6395.52,3980.65,2414.87
2024-03-02,Alpha Shirt,South,27,196.91,5316.57,3147.79,2168.78
2024-03-02,Alpha Shirt,East,22,196.8,4329.6,2547.08,1782.52
2024-03-02,Alpha Shirt,West,29,191.55,5554.95,3263.21,2291.74
2024-03-02,Beta Jeans,North,32,156.49,5007.68,3166.33,1841.35
2024-03-02,Beta Jeans,South,19,137.52,2612.88,1657.66,955.22
2024-03-02,Beta Jeans,East,25,143.85,3596.25,2122.95,1473.3
2024-03-02,Beta Jeans,West,17,151.94,2582.98,1716.81,866.17
2024-03-02,Gamma Jacket,North,32,172.03,5504.96,3049.2,2455.76
2024-03-02,Gamma Jacket,South,45,188.89,8500.05,5044.23,3455.82
2024-03-02,Gamma Jacket,East,30,177.49,5324.7,3409.35,1915.35
2024-03-02,Gamma Jacket,West,23,189.65,4361.95,2414.63,1947.32
2024-03-02,Delta Shoes,North,40,234.48,9379.2,5505.78,3873.42
2024-03-02,Delta Shoes,South,30,212.66,6379.8,3871.98,2507.82
2024-03-02,Delta Shoes,East,26,240.49,6252.74,3399.47,2853.27
2024-03-02,Delta Shoes,West,35,211.85,7414.75,4470.75,2944.0
2024-03-02,Epsilon Hat,North,9,75.71,681.39,440.78,240.61
2024-03-02,Epsilon Hat,South,11,78.79,866.69,519.16,347.53
2024-03-02,Epsilon Hat,East,10,79.88,798.8,459.33,339.47
2024-03-02,Epsilon Hat,West,18,81.6,1468.8,943.14,525.66
2024-03-03,Alpha Shirt,North,39,221.91,8654.49,4898.37,3756.12
2024-03-03,Alpha Shirt,South,38,198.73,7551.74,3914.19,3637.55
2024-03-03,Alpha Shirt,East,37,186.05,6883.85,4175.85,2708.0
2024-03-03,Alpha Shirt,West,31,202.42,6275.02,3658.07,2616.95
2024-03-03,Beta Jeans,North,30,146.87,4406.1,2445.51,1960.59
2024-03-03,Beta Jeans,South,20,153.75,3075.0,1756.26,1318.74
2024-03-03,Beta Jeans,East,23,165.55,3807.65,2534.81,1272.84
2024-03-03,Beta Jeans,West,18,165.2,2973.6,1771.58,1202.02
2024-03-03,Gamma Jacket,North,24,174.56,4189.44,2617.98,1571.46
2024-03-03,Gamma Jacket,South,28,184.72,5172.16,3021.03,2151.13
2024-03-03,Gamma Jacket,East,36,172.67,6216.12,4232.75,1983.37
2024-03-03,Gamma Jacket,West,23,197.5,4542.5,2476.25,2066.25
2024-03-03,Delta Shoes,North,34,214.17,7281.78,4124.48,3157.3
2024-03-03,Delta Shoes,South,32,223.06,7137.92,4416.05,2721.87
2024-03-03,Delta Shoes,East,24,234.73,5633.52,3832.0,1801.52
2024-03-03,Delta Shoes,West,25,236.44,5911.0,3482.89,2428.11
2024-03-03,Epsilon Hat,North,12,76.14,913.68,579.29,334.39
2024-03-03,Epsilon Hat,South,8,82.82,662.56,434.07,228.49
2024-03-03,Epsilon Hat,East,9,80.12,721.08,447.36,273.72
2024-03-03,Epsilon Hat,West,17,79.7,1354.9,859.05,495.85
2024-03-04,Alpha Shirt,North,35,202.61,7091.35,4470.03,2621.32
2024-03-04,Alpha Shirt,South,26,196.6,5111.6,2860.49,2251.11
2024-03-04,Alpha Shirt,East,28,195.47,5473.16,3236.94,2236.22
2024-03-04,Alpha Shirt,West,29,200.04,5801.16,3701.59,2099.57
2024-03-04,Beta Jeans,North,24,154.17,3700.08,2217.7,1482.38
2024-03-04,Beta Jeans,South,10,146.26,1462.6,827.58,635.02
2024-03-04,Beta Jeans,East,23,147.63,3395.49,2253.41,1142.08
2024-03-04,Beta Jeans,West,24,139.38,3345.12,1983.27,1361.85
2024-03-04,Gamma Jacket,North,27,178.86,4829.22,2831.17,1998.05
2024-03-04,Gamma Jacket,South,18,192.99,3473.82,1968.74,1505.08
2024-03-04,Gamma Jacket,East,21,172.49,3622.29,2094.23,1528.06
2024-03-04,Gamma Jacket,West,35,170.04,5951.4,3497.01,2454.39
2024-03-04,Delta Shoes,North,30,232.47,6974.1,3893.22,3080.88
2024-03-04,Delta Shoes,South,38,233.27,8864.26,5431.67,3432.59
2024-03-04,Delta Shoes,East,45,224.06,10082.7,6479.94,3602.76
2024-03-04,Delta Shoes,West,42,216.42,9089.64,5970.12,3119.52
2024-03-04,Epsilon Hat,North,9,80.31,722.79,450.25,272.54
2024-03-04,Epsilon Hat,South,11,73.02,803.22,493.9,309.32
2024-03-04,Epsilon Hat,East,9,78.68,708.12,418.82,289.3
2024-03-04,Epsilon Hat,West,10,78.26,782.6,472.25,310.35
2024-03-05,Alpha Shirt,North,32,209.34,6698.88,3878.29,2820.59
2024-03-05,Alpha Shirt,South,27,205.87,5558.49,3166.61,2391.88
2024-03-05,Alpha Shirt,East,26,205.41,5340.66,3297.12,2043.54
2024-03-05,Alpha Shirt,West,37,207.96,7694.52,4655.19,3039.33
2024-03-05,Beta Jeans,North,19,152.84,2903.96,1759.23,1144.73
2024-03-05,Beta Jeans,South,23,149.27,3433.21,2002.54,1430.67
2024-03-05,Beta Jeans,East,22,153.83,3384.26,2028.49,1355.77
2024-03-05,Beta Jeans,West,14,149.58,2094.12,1286.54,807.58
2024-03-05,Gamma Jacket,North,28,183.16,5128.48,2930.35,2198.13
2024-03-05,Gamma Jacket,South,23,172.69,3971.87,2399.25,1572.62
2024-03-05,Gamma Jacket,East,33,176.7,5831.1,3343.13,2487.97
2024-03-05,Gamma Jacket,West,22,172.88,3803.36,2193.27,1610.09
2024-03-05,Delta Shoes,North,34,230.34,7831.56,4914.31,2917.25
2024-03-05,Delta Shoes,South,35,216.33,7571.55,4794.89,2776.66
2024-03-05,Delta Shoes,East,31,223.62,6932.22,4488.16,2444.06
2024-03-05,Delta Shoes,West,28,208.51,5838.28,3602.55,2235.73
2024-03-05,Epsilon Hat,North,15,78.92,1183.8,726.95,456.85
2024-03-05,Epsilon Hat,South,10,81.11,811.1,508.67,302.43
2024-03-05,Epsilon Hat,East,24,82.04,1968.96,1176.61,792.35
2024-03-05,Epsilon Hat,West,18,90.44,1627.92,1071.03,556.89
2024-03-06,Alpha Shirt,North,19,200.09,3801.71,2259.39,1542.32
2024-03-06,Alpha Shirt,South,30,212.72,6381.6,3586.35,2795.25
2024-03-06,Alpha Shirt,East,40,210.04,8401.6,4667.7,3733.9
2024-03-06,Alpha Shirt,West,28,191.27,5355.56,3008.13,2347.43
2024-03-06,Beta Jeans,North,24,158.96,3815.04,2169.74,1645.3
2024-03-06,Beta Jeans,South,24,147.07,3529.68,2009.97,1519.71
2024-03-06,Beta Jeans,East,20,143.57,2871.4,1517.08,1354.32
2024-03-06,Beta Jeans,West,27,145.7,3933.9,2266.92,1666.98
2024-03-06,Gamma Jacket,North,28,201.42,5639.76,3411.06,2228.7
2024-03-06,Gamma Jacket,South,32,178.66,5717.12,3472.67,2244.45
2024-03-06,Gamma Jacket,East,28,183.52,5138.56,3066.58,2071.98
2024-03-06,Gamma Jacket,West,24,175.04,4200.96,2590.31,1610.65
2024-03-06,Delta Shoes,North,43,205.47,8835.21,5639.91,3195.3
2024-03-06,Delta Shoes,South,39,214.68,8372.52,5038.01,3334.51
2024-03-06,Delta Shoes,East,30,222.52,6675.6,4152.59,2523.01
2024-03-06,Delta Shoes,West,36,213.45,7684.2,4695.69,2988.51
2024-03-06,Epsilon Hat,North,9,71.89,647.01,411.3,235.71
2024-03-06,Epsilon Hat,South,20,76.53,1530.6,976.32,554.28
2024-03-06,Epsilon Hat,East,10,81.14,811.4,444.44,366.96
2024-03-06,Epsilon Hat,West,15,81.26,1218.9,738.15,480.75
2024-03-07,Alpha Shirt,North,37,212.31,7855.47,4611.49,3243.98
2024-03-07,Alpha Shirt,South,23,211.43,4862.89,3000.19,1862.7
2024-03-07,Alpha Shirt,East,28,189.43,5304.04,3510.12,1793.92
2024-03-07,Alpha Shirt,West,28,208.68,5843.04,3424.17,2418.87
2024-03-07,Beta Jeans,North,22,149.84,3296.48,2132.24,1164.24
2024-03-07,Beta Jeans,South,25,156.23,3905.75,2380.64,1525.11
2024-03-07,Beta Jeans,East,18,158.64,2855.52,1541.05,1314.47
2024-03-07,Beta Jeans,West,20,143.15,2863.0,1777.57,1085.43
2024-03-07,Gamma Jacket,North,24,185.82,4459.68,2751.12,1708.56
2024-03-07,Gamma Jacket,South,25,177.2,4430.0,2678.45,1751.55
2024-03-07,Gamma Jacket,East,27,177.78,4800.06,2901.64,1898.42
2024-03-07,Gamma Jacket,West,36,193.22,6955.92,4122.08,2833.84
2024-03-07,Delta Shoes,North,36,221.32,7967.52,4373.09,3594.43
2024-03-07,Delta Shoes,South,35,237.61,8316.35,5347.64,2968.71
2024-03-07,Delta Shoes,East,33,211.25,6971.25,4079.8,2891.45
2024-03-07,Delta Shoes,West,35,214.61,7511.35,4238.76,3272.59
2024-03-07,Epsilon Hat,North,11,84.58,930.38,542.17,388.21
2024-03-07,Epsilon Hat,South,10,67.2,672.0,400.52,271.48
2024-03-07,Epsilon Hat,East,9,76.0,684.0,395.88,288.12
2024-03-07,Epsilon Hat,West,16,76.05,1216.8,697.35,519.45
2024-03-08,Alpha Shirt,North,26,186.41,4846.66,2598.38,2248.28
2024-03-08,Alpha Shirt,South,31,199.37,6180.47,3990.95,2189.52
2024-03-08,Alpha Shirt,East,25,203.07,5076.75,3143.53,1933.22
2024-03-08,Alpha Shirt,West,29,203.05,5888.45,3191.51,2696.94
2024-03-08,Beta Jeans,North,25,134.24,3356.0,1925.1,1430.9
2024-03-08,Beta Jeans,South,31,161.45,5004.95,2907.27,2097.68
2024-03-08,Beta Jeans,East,23,148.32,3411.36,2104.3,1307.06
2024-03-08,Beta Jeans,West,32,152.33,4874.56,2962.01,1912.55
2024-03-08,Gamma Jacket,North,28,171.14,4791.92,2754.43,2037.49
2024-03-08,Gamma Jacket,South,29,165.99,4813.71,2656.37,2157.34
2024-03-08,Gamma Jacket,East,40,173.9,6956.0,3822.98,3133.02
2024-03-08,Gamma Jacket,West,30,184.47,5534.1,3486.5,2047.6
2024-03-08,Delta Shoes,North,31,215.9,6692.9,3982.01,2710.89
2024-03-08,Delta Shoes,South,27,224.58,6063.66,3836.39,2227.27
2024-03-08,Delta Shoes,East,35,229.04,8016.4,5273.18,2743.22
2024-03-08,Delta Shoes,West,40,226.36,9054.4,5599.68,3454.72
2024-03-08,Epsilon Hat,North,9,81.38,732.42,447.12,285.3
2024-03-08,Epsilon Hat,South,11,76.47,841.17,482.66,358.51
2024-03-08,Epsilon Hat,East,9,77.67,699.03,434.39,264.64
2024-03-08,Epsilon Hat,West,13,78.4,1019.2,648.21,370.99
2024-03-09,Alpha Shirt,North,26,204.02,5304.52,3358.1,1946.42
2024-03-09,Alpha Shirt,South,22,195.02,4290.44,2507.16,1783.28
2024-03-09,Alpha Shirt,East,24,211.99,5087.76,2936.07,2151.69
2024-03-09,Alpha Shirt,West,34,202.3,6878.2,4042.35,2835.85
2024-03-09,Beta Jeans,North,19,162.63,3089.97,1795.52,1294.45
2024-03-09,Beta Jeans,South,20,147.71,2954.2,1655.27,1298.93
2024-03-09,Beta Jeans,East,21,143.31,3009.51,1798.93,1210.58
2024-03-09,Beta Jeans,West,15,147.56,2213.4,1294.51,918.89
2024-03-09,Gamma Jacket,North,23,176.1,4050.3,2524.74,1525.56
2024-03-09,Gamma Jacket,South,27,190.76,5150.52,3103.08,2047.44
2024-03-09,Gamma Jacket,East,24,181.49,4355.76,2493.6,1862.16
2024-03-09,Gamma Jacket,West,28,187.51,5250.28,2992.51,2257.77
2024-03-09,Delta Shoes,North,31,213.85,6629.35,4316.9,2312.45
2024-03-09,Delta Shoes,South,28,222.78,6237.84,3966.58,2271.26
2024-03-09,Delta Shoes,East,36,214.61,7725.96,4799.76,2926.2
2024-03-09,Delta Shoes,West,35,213.24,7463.4,4855.03,2608.37
2024-03-09,Epsilon Hat,North,8,81.88,655.04,418.59,236.45
2024-03-09,Epsilon Hat,South,12,83.25,999.0,586.77,412.23
2024-03-09,Epsilon Hat,East,12,82.36,988.32,603.75,384.57
2024-03-09,Epsilon Hat,West,12,80.83,969.96,586.78,383.18
2024-03-10,Alpha Shirt,North,32,176.67,5653.44,3722.4,1931.04
2024-03-10,Alpha Shirt,South,32,184.36,5899.52,3791.64,2107.88
2024-03-10,Alpha Shirt,East,38,180.14,6845.32,4257.01,2588.31
2024-03-10,Alpha Shirt,West,32,197.89,6332.48,3645.44,2687.04
2024-03-10,Beta Jeans,North,28,143.72,4024.16,2191.99,1832.17
2024-03-10,Beta Jeans,South,26,147.73,3840.98,2374.24,1466.74
2024-03-10,Beta Jeans,East,23,151.98,3495.54,2202.68,1292.86
2024-03-10,Beta Jeans,West,24,158.93,3814.32,2288.09,1526.23
2024-03-10,Gamma Jacket,North,29,177.63,5151.27,3217.64,1933.63
2024-03-10,Gamma Jacket,South,27,179.21,4838.67,2759.39,2079.28
2024-03-10,Gamma Jacket,East,38,190.43,7236.34,4650.02,2586.32
2024-03-10,Gamma Jacket,West,32,173.66,5557.12,3175.07,2382.05
2024-03-10,Delta Shoes,North,33,226.82,7485.06,4626.45,2858.61
2024-03-10,Delta Shoes,South,29,216.27,6271.83,3454.24,2817.59
2024-03-10,Delta Shoes,East,34,216.25,7352.5,4270.49,3082.01
2024-03-10,Delta Shoes,West,31,213.52,6619.12,4211.5,2407.62
2024-03-10,Epsilon Hat,North,12,76.39,916.68,517.89,398.79
2024-03-10,Epsilon Hat,South,14,82.88,1160.32,709.08,451.24
2024-03-10,Epsilon Hat,East,6,82.08,492.48,301.74,190.74
2024-03-10,Epsilon Hat,West,10,81.36,813.6,480.63,332.97
2024-03-11,Alpha Shirt,North,35,201.77,7061.95,4735.91,2326.04
2024-03-11,Alpha Shirt,South,24,212.31,5095.44,3105.41,1990.03
2024-03-11,Alpha Shirt,East,24,207.79,4986.96,2852.23,2134.73
2024-03-11,Alpha Shirt,West,32,194.19,6214.08,3580.74,2633.34
2024-03-11,Beta Jeans,North,30,156.71,4701.3,2920.55,1780.75
2024-03-11,Beta Jeans,South,16,153.65,2458.4,1439.97,1018.43
2024-03-11,Beta Jeans,East,21,153.25,3218.25,2012.17,1206.08
2024-03-11,Beta Jeans,West,14,149.72,2096.08,1210.01,886.07
2024-03-11,Gamma Jacket,North,23,184.63,4246.49,2668.38,1578.11
2024-03-11,Gamma Jacket,South,32,173.0,5536.0,3066.17,2469.83
2024-03-11,Gamma Jacket,East,35,165.77,5801.95,3493.15,2308.8
2024-03-11,Gamma Jacket,West,33,190.16,6275.28,3743.24,2532.04
2024-03-11,Delta Shoes,North,36,217.99,7847.64,4622.01,3225.63
2024-03-11,Delta Shoes,South,37,207.09,7662.33,4285.15,3377.18
2024-03-11,Delta Shoes,East,34,242.43,8242.62,4453.36,3789.26
2024-03-11,Delta Shoes,West,26,218.33,5676.58,3619.98,2056.6
2024-03-11,Epsilon Hat,North,11,77.86,856.46,496.72,359.74
2024-03-11,Epsilon Hat,South,12,75.26,903.12,539.62,363.5
2024-03-11,Epsilon Hat,East,8,83.56,668.48,395.44,273.04
2024-03-11,Epsilon Hat,West,21,81.15,1704.15,1029.9,674.25
2024-03-12,Alpha Shirt,North,26,201.58,5241.08,2993.4,2247.68
2024-03-12,Alpha Shirt,South,30,206.49,6194.7,3533.62,2661.08
2024-03-12,Alpha Shirt,East,33,198.51,6550.83,4109.97,2440.86
2024-03-12,Alpha Shirt,West,30,213.02,6390.6,3534.39,2856.21
2024-03-12,Beta Jeans,North,23,143.86,3308.78,2020.2,1288.58
2024-03-12,Beta Jeans,South,20,144.88,2897.6,1760.22,1137.38
2024-03-12,Beta Jeans,East,29,151.3,4387.7,2541.6,1846.1
2024-03-12,Beta Jeans,West,27,152.5,4117.5,2623.7,1493.8
2024-03-12,Gamma Jacket,North,31,187.15,5801.65,3741.67,2059.98
2024-03-12,Gamma Jacket,South,25,190.37,4759.25,3096.27,1662.98
2024-03-12,Gamma Jacket,East,22,179.78,3955.16,2394.39,1560.77
