customer_id,join_date,segment,orders,clv,satisfaction,churn_flag
C02648,2023-10-03,Low Value,3,156.72,4.5,0
C02649,2024-11-20,High Value,4,929.06,3.51,0
C02650,2023-03-20,Mid Value,3,376.89,4.54,0
C02651,2024-06-09,Mid Value,4,416.13,4.03,0
C02652,2023-05-18,High Value,5,2296.69,3.27,1
C02653,2024-06-15,Mid Value,3,472.2,4.29,0
C02654,2023-05-22,Mid Value,5,767.44,3.69,0
C02655,2024-11-18,Low Value,1,67.7,3.7,0
C02656,2023-09-15,Mid Value,3,420.31,4.4,0
C02657,2024-10-29,Low Value,2,155.87,4.5,1
C02658,2024-05-04,Mid Value,5,622.55,3.46,0
C02659,2024-11-18,High Value,6,2711.71,4.82,0
C02660,2023-04-29,High Value,7,2446.44,4.66,0
C02661,2023-06-07,Low Value,2,73.09,3.21,1
C02662,2023-07-05,Mid Value,6,664.72,4.97,0
C02663,2024-08-14,Low Value,1,61.08,3.22,0
C02664,2023-04-07,Low Value,3,156.93,3.46,0
C02665,2023-08-20,Low Value,2,67.94,2.27,1
C02666,2023-06-24,Low Value,1,52.64,3.3,0
C02667,2023-10-09,Low Value,5,144.54,4.18,0
C02668,2024-04-17,High Value,5,1825.49,4.15,0
C02669,2023-05-09,Mid Value,4,456.86,2.92,0
C02670,2023-08-11,Low Value,1,45.73,3.42,0
C02671,2023-03-22,Low Value,1,56.27,3.31,1
C02672,2024-10-06,Low Value,3,134.65,4.11,0
C02673,2024-04-23,Mid Value,7,939.31,3.27,0
C02674,2024-06-30,Mid Value,2,282.33,3.74,0
C02675,2023-01-25,Low Value,3,184.34,3.65,1
C02676,2023-11-25,Mid Value,3,334.24,4.52,0
C02677,2024-07-12,High Value,6,2129.74,4.83,0
C02678,2023-11-19,Low Value,2,128.28,3.27,0
C02679,2024-12-10,Low Value,6,249.88,3.65,0
C02680,2023-10-15,Low Value,2,108.74,3.8,0
C02681,2023-02-02,High Value,7,2514.88,4.15,0
C02682,2023-06-08,Low Value,1,41.07,2.06,0
C02683,2023-11-19,Low Value,1,52.81,3.48,1
C02684,2024-07-18,Low Value,1,38.64,2.09,0
C02685,2024-09-25,Mid Value,6,834.68,3.24,0
C02686,2023-04-08,Low Value,6,343.81,4.01,0
C02687,2024-07-24,Mid Value,2,299.88,4.8,0
C02688,2024-07-12,Low Value,2,119.96,2.52,0
C02689,2024-01-16,Low Value,2,82.1,3.07,0
C02690,2023-03-05,Low Value,2,111.48,4.76,0
C02691,2024-05-13,Mid Value,3,311.79,3.12,0
C02692,2024-02-17,Mid Value,5,686.88,4.76,0
C02693,2023-12-15,High Value,7,2160.98,4.6,0
C02694,2024-02-01,Low Value,1,56.21,4.07,1
C02695,2024-04-13,Mid Value,4,403.51,4.73,0
C02696,2024-07-31,Low Value,2,71.94,3.18,0
C02697,2024-09-25,Low Value,4,183.06,3.28,1
C02698,2024-06-27,High Value,8,3154.79,4.18,0
C02699,2024-08-04,Low Value,1,31.39,2.22,1
C02700,2023-03-18,Mid Value,4,451.53,4.2,0
C02701,2024-10-25,High Value,7,1465.2,3.65,0
C02702,2024-03-27,Mid Value,3,293.42,4.51,0
C02703,2023-09-24,Low Value,1,60.25,3.23,0
C02704,2024-07-23,Low Value,1,44.84,3.99,0
C02705,2023-09-19,High Value,3,776.86,3.94,0
C02706,2024-12-21,Mid Value,2,275.78,3.8,0
C02707,2023-10-22,Mid Value,4,522.01,4.07,1
C02708,2024-09-04,Mid Value,1,149.43,3.59,0
C02709,2023-08-01,Low Value,2,104.66,3.51,1
C02710,2023-10-15,Mid Value,2,192.98,4.59,0
C02711,2023-05-01,Low Value,2,90.56,3.33,0
C02712,2023-05-16,Mid Value,8,908.5,3.95,0
C02713,2023-08-06,High Value,7,2289.72,3.97,0
C02714,2024-11-29,Mid Value,4,588.64,5.0,0
C02715,2023-06-01,Low Value,1,27.83,3.82,0
C02716,2024-12-06,Low Value,1,55.68,3.97,0
C02717,2023-08-03,Mid Value,2,204.95,4.17,0
C02718,2024-02-21,Low Value,1,52.44,3.64,0
C02719,2024-12-16,Low Value,1,68.5,2.54,0
C02720,2023-05-03,Low Value,2,116.02,3.99,0
C02721,2023-07-09,Low Value,4,230.36,4.14,0
C02722,2023-03-28,Low Value,1,73.01,3.39,0
C02723,2023-04-02,Mid Value,6,877.22,3.07,0
C02724,2023-06-17,Low Value,1,60.21,2.93,0
C02725,2023-01-02,Low Value,1,51.48,4.05,0
C02726,2024-08-29,Low Value,3,171.08,3.22,0
C02727,2024-01-21,Low Value,1,51.42,3.67,0
C02728,2023-03-20,Mid Value,6,494.33,4.99,0
C02729,2023-08-28,Low Value,3,171.37,3.39,1
C02730,2023-01-25,Low Value,2,155.71,3.9,0
C02731,2023-11-17,Low Value,1,53.73,3.23,0
C02732,2024-05-21,Mid Value,2,223.53,3.08,0
C02733,2023-07-19,Low Value,2,119.99,2.24,0
C02734,2023-07-21,Mid Value,6,745.56,4.56,1
C02735,2024-04-29,Low Value,1,57.58,4.15,0
C02736,2023-11-10,Mid Value,7,1119.35,4.97,0
C02737,2023-01-18,Low Value,4,159.02,3.82,0
C02738,2024-09-20,Mid Value,4,173.71,4.15,0
C02739,2023-10-02,Mid Value,5,595.83,2.94,1
C02740,2023-02-22,Mid Value,1,136.4,3.74,0
C02741,2023-02-04,Low Value,1,37.32,3.68,0
C02742,2024-05-08,High Value,6,1728.36,4.08,1
C02743,2023-02-17,High Value,6,2142.35,4.01,0
C02744,2023-08-09,Low Value,2,102.51,3.57,0
C02745,2024-08-02,High Value,11,4349.38,4.1,0
C02746,2024-12-23,High Value,4,1864.53,4.43,0
C02747,2023-12-24,Mid Value,5,844.32,4.57,0
C02748,2023-04-07,Low Value,3,152.26,4.06,0
C02749,2024-05-06,Mid Value,2,266.04,3.44,0
C02750,2023-01-24,High Value,6,2103.48,3.9,0
C02751,2024-03-11,Low Value,1,59.08,3.86,1
C02752,2023-05-07,Low Value,2,105.78,3.41,1
C02753,2023-11-28,Mid Value,4,475.33,3.27,0
C02754,2024-07-14,High Value,3,891.39,3.71,0
C02755,2023-09-28,Mid Value,5,628.86,3.92,1
C02756,2024-02-12,Low Value,4,248.3,2.61,0
C02757,2024-09-23,Mid Value,4,572.41,3.47,0
C02758,2023-09-20,Mid Value,2,246.59,3.67,0
C02759,2024-02-17,Low Value,1,50.86,2.97,0
C02760,2024-11-04,Low Value,4,171.07,4.2,0
C02761,2024-01-20,High Value,2,777.78,4.97,0
C02762,2024-06-13,Low Value,1,37.36,3.38,0
C02763,2023-12-18,Mid Value,4,574.78,3.86,0
C02764,2024-11-09,High Value,7,2786.55,3.98,0
C02765,2023-05-26,Low Value,1,59.91,3.43,0
C02766,2024-12-18,High Value,9,2586.84,3.89,0
C02767,2023-08-09,High Value,10,3207.17,3.38,0
C02768,2023-08-18,Low Value,2,113.53,4.15,0
C02769,2024-05-24,High Value,6,2376.15,4.66,0
C02770,2023-04-17,High Value,7,1783.98,3.88,0
C02771,2023-12-06,Mid Value,3,382.01,3.87,0
C02772,2024-01-28,Mid Value,2,175.31,3.8,0
C02773,2024-03-24,Low Value,1,67.61,3.7,1
C02774,2023-03-18,Low Value,1,43.93,3.95,0
C02775,2024-09-27,Low Value,2,106.04,3.81,0
C02776,2023-04-07,Low Value,2,90.46,4.06,0
C02777,2024-09-13,Mid Value,5,415.01,4.63,1
C02778,2024-01-18,Low Value,3,149.22,3.71,0
C02779,2023-01-31,Low Value,4,237.24,4.17,1
C02780,2023-04-06,Low Value,2,110.71,3.58,1
C02781,2024-06-19,Low Value,2,65.89,3.39,0
C02782,2024-07-29,Mid Value,3,404.87,4.48,1
C02783,2023-09-17,Mid Value,4,329.53,4.32,0
C02784,2024-07-01,Mid Value,2,193.61,4.43,1
C02785,2023-08-19,Low Value,1,47.02,3.67,0
C02786,2024-12-17,Mid Value,3,432.74,4.66,0
C02787,2024-04-22,Low Value,3,136.84,2.94,1
C02788,2024-03-09,Low Value,4,220.23,3.81,1
C02789,2023-04-10,Low Value,1,45.4,3.42,1
C02790,2024-09-13,High Value,2,580.07,4.11,0
C02791,2023-08-25,Low Value,1,41.17,3.69,0
C02792,2023-03-13,Mid Value,4,585.7,4.0,0
C02793,2023-05-06,Mid Value,2,257.35,3.61,0
C02794,2024-10-15,Mid Value,3,376.33,4.29,0
C02795,2024-04-26,Low Value,3,215.3,3.44,0
C02796,2024-08-31,Low Value,1,46.0,4.81,0
C02797,2024-11-23,Low Value,4,241.84,3.36,1
C02798,2023-02-07,Mid Value,1,112.51,3.55,0
C02799,2024-10-23,Low Value,1,51.13,2.91,0
C02800,2023-04-30,Mid Value,2,228.87,3.51,0
C02801,2023-06-13,Mid Value,7,930.04,4.82,0
C02802,2023-07-19,High Value,5,1778.5,5.0,0
C02803,2024-03-26,Low Value,1,50.42,3.74,0
C02804,2024-01-05,Low Value,1,35.35,3.19,0
C02805,2023-08-31,Mid Value,4,381.4,3.93,0
C02806,2023-09-10,Mid Value,6,845.72,2.41,0
C02807,2023-01-15,High Value,5,1744.14,4.26,0
C02808,2024-01-14,Low Value,3,78.6,3.33,1
C02809,2023-02-08,Low Value,4,208.01,2.97,0
C02810,2023-08-31,Mid Value,5,671.82,2.99,1
C02811,2024-04-21,Low Value,1,24.79,2.94,0
C02812,2023-11-10,Low Value,4,251.01,3.92,0
C02813,2024-08-30,Low Value,1,51.71,3.59,0
C02814,2024-01-17,Low Value,1,63.97,2.98,1
C02815,2023-01-10,Mid Value,6,969.52,3.58,0
C02816,2024-07-20,Mid Value,4,517.86,4.46,0
C02817,2024-09-11,Mid Value,4,466.02,4.13,0
C02818,2024-07-08,Low Value,4,260.39,2.63,1
C02819,2023-04-22,High Value,9,3867.55,3.92,0
C02820,2023-06-13,High Value,6,2677.1,4.47,0
C02821,2024-08-02,Low Value,1,48.78,4.53,0
C02822,2024-05-26,Low Value,3,160.53,3.62,0
C02823,2023-06-21,Mid Value,6,830.61,3.8,0
C02824,2024-01-21,Mid Value,3,329.27,3.75,0
C02825,2024-12-19,Low Value,5,274.75,3.79,0
C02826,2023-12-03,Low Value,1,43.69,2.97,1
C02827,2023-03-16,High Value,3,969.33,3.75,0
C02828,2023-09-11,Mid Value,3,329.0,3.68,0
C02829,2024-05-28,Low Value,1,62.01,2.34,0
C02830,2024-02-07,Mid Value,5,643.9,3.93,0
C02831,2023-04-09,Low Value,1,44.88,3.68,0
C02832,2024-10-21,Low Value,3,119.94,2.86,0
C02833,2023-10-02,Mid Value,5,737.58,3.42,0
C02834,2024-08-18,Low Value,2,125.23,3.38,0
C02835,2023-12-21,Low Value,2,95.41,3.68,0
C02836,2023-08-21,Mid Value,3,219.73,4.59,0
C02837,2023-11-30,Low Value,2,91.9,2.92,0
C02838,2024-04-26,Low Value,3,127.95,4.57,0
C02839,2023-07-22,Mid Value,2,230.38,4.29,0
C02840,2024-05-01,Low Value,2,126.34,3.11,0
C02841,2024-10-20,Mid Value,4,461.81,4.82,0
C02842,2024-01-27,High Value,5,1996.92,5.0,0
C02843,2023-09-05,High Value,4,1614.85,3.58,0
C02844,2023-04-30,Low Value,2,93.92,4.02,1
C02845,2023-07-16,Mid Value,6,673.31,3.54,0
C02846,2023-07-02,High Value,5,1942.7,3.89,0
C02847,2023-05-18,Mid Value,4,460.4,5.0,0
C02848,2024-01-31,Low Value,1,57.68,2.48,0
C02849,2024-04-19,Low Value,1,40.5,3.67,1
C02850,2024-06-15,High Value,6,2299.68,4.18,0
C02851,2023-07-04,Low Value,4,165.41,3.75,0
C02852,2023-12-27,Mid Value,7,590.56,3.86,0
C02853,2023-05-25,Low Value,1,47.93,3.03,0
C02854,2024-05-06,Low Value,1,56.59,3.49,0
C02855,2023-04-04,Mid Value,8,1122.59,4.16,0
C02856,2024-09-10,Mid Value,5,610.9,3.92,0
C02857,2024-01-17,Mid Value,4,519.14,3.64,0
C02858,2023-02-11,Low Value,1,39.44,3.86,1
C02859,2024-01-10,Mid Value,5,816.15,4.09,0
C02860,2023-04-24,Low Value,3,132.88,3.2,1
C02861,2024-03-01,Mid Value,5,590.27,4.55,0
C02862,2023-11-28,Low Value,2,119.14,4.6,1
C02863,2023-03-05,Low Value,1,64.7,2.61,0
C02864,2024-07-10,High Value,8,2456.96,4.31,0
C02865,2024-08-04,Mid Value,4,471.48,3.85,0
C02866,2024-06-20,Low Value,3,164.05,3.6,0
C02867,2023-04-26,Mid Value,4,505.01,3.34,0
C02868,2024-12-11,Low Value,5,236.27,4.07,0
C02869,2023-06-01,Low Value,1,30.05,3.71,0
C02870,2023-02-11,Mid Value,6,597.81,4.54,0
C02871,2023-11-13,Low Value,1,41.69,3.23,1
C02872,2023-08-02,Low Value,4,224.11,3.19,0
C02873,2024-04-20,Mid Value,4,259.95,4.16,1
C02874,2024-01-17,Mid Value,3,314.56,3.65,0
C02875,2023-12-25,Low Value,1,67.74,4.22,0
C02876,2024-02-20,Low Value,1,47.25,3.66,1
C02877,2024-03-12,Mid Value,5,628.21,3.01,0
C02878,2023-08-16,Low Value,3,135.55,4.16,0
C02879,2024-11-15,Low Value,4,288.01,3.31,0
C02880,2023-02-11,Low Value,2,77.37,2.77,1
C02881,2024-02-01,Low Value,1,41.92,3.9,1
C02882,2024-03-21,Low Value,1,47.66,3.4,0
C02883,2024-08-15,Low Value,1,36.3,3.86,0
C02884,2023-05-15,Mid Value,1,123.65,4.19,1
C02885,2023-07-13,High Value,12,3603.19,4.43,0
C02886,2023-09-24,Low Value,1,52.13,3.13,1
C02887,2023-02-09,Mid Value,4,615.26,4.96,0
C02888,2024-06-26,Low Value,3,184.0,2.7,0
C02889,2023-04-15,Low Value,6,243.51,4.13,0
C02890,2023-02-19,Low Value,1,63.47,3.4,0
C02891,2023-03-30,Low Value,1,62.88,2.54,0
C02892,2024-06-09,Low Value,2,124.35,2.17,0
C02893,2023-11-21,High Value,5,2248.27,4.43,0
C02894,2024-05-22,Mid Value,4,346.04,4.73,0
C02895,2024-07-16,Mid Value,3,330.12,4.16,0
C02896,2023-09-26,Low Value,1,51.64,2.82,0
C02897,2024-11-25,Low Value,4,220.25,3.56,1
C02898,2023-03-28,Low Value,3,172.49,2.9,1
C02899,2024-12-09,Low Value,1,48.47,2.51,0
C02900,2023-04-12,Low Value,3,105.15,3.1,0
C02901,2024-12-23,Low Value,2,109.26,3.6,0
C02902,2024-12-02,Mid Value,6,725.04,4.01,0
C02903,2023-11-20,Mid Value,4,593.68,3.94,0
C02904,2023-01-16,Mid Value,3,430.47,3.86,1
C02905,2024-04-28,High Value,4,1890.99,4.55,0
C02906,2023-01-25,Low Value,1,34.44,3.77,0
C02907,2023-09-09,High Value,4,1862.74,4.31,0
C02908,2023-05-23,Low Value,2,120.73,3.65,0
C02909,2023-08-02,Low Value,4,149.04,2.97,0
C02910,2024-05-04,Low Value,2,117.8,4.15,1
C02911,2024-09-08,Low Value,4,251.02,4.52,0
C02912,2024-04-25,Low Value,2,105.46,3.62,0
C02913,2024-09-26,Low Value,3,120.85,4.25,1
C02914,2023-07-30,Low Value,1,50.73,3.71,0
C02915,2024-06-18,Mid Value,6,712.29,4.18,0
C02916,2024-11-17,Low Value,6,256.29,2.95,1
C02917,2023-09-21,Low Value,2,132.25,4.78,0
C02918,2023-11-22,Low Value,4,194.83,4.03,0
C02919,2023-09-20,High Value,2,691.79,4.25,0
C02920,2023-01-13,Low Value,1,50.76,4.37,0
C02921,2024-11-05,Mid Value,10,1158.93,3.8,0
C02922,2024-12-28,Low Value,2,139.57,3.36,0
C02923,2023-10-22,Low Value,3,136.72,2.6,0
C02924,2024-10-24,Low Value,1,65.44,3.95,0
C02925,2024-10-06,High Value,5,1407.09,4.52,0
C02926,2024-02-15,Low Value,1,41.02,2.49,0
C02927,2023-10-25,Low Value,4,223.34,2.96,0
C02928,2024-12-12,Mid Value,2,202.7,3.65,0
C02929,2023-08-26,Mid Value,2,277.16,3.94,0
C02930,2024-09-17,Low Value,1,37.29,2.94,1
C02931,2024-08-20,Mid Value,1,98.2,3.94,1
C02932,2023-07-30,Low Value,2,82.1,4.11,0
C02933,2024-05-25,Mid Value,5,801.41,3.39,0
C02934,2024-08-19,High Value,7,2595.83,4.31,0
C02935,2023-10-09,Low Value,2,103.07,3.44,1
C02936,2024-04-13,Low Value,1,51.67,3.76,0
C02937,2024-10-11,Mid Value,6,727.71,4.66,0
C02938,2023-05-03,Low Value,2,116.99,3.13,0
C02939,2023-05-24,Low Value,2,120.68,2.92,0
C02940,2024-08-25,Mid Value,3,458.51,3.86,1
C02941,2023-12-30,Mid Value,4,354.88,3.84,0
C02942,2023-03-26,Low Value,1,54.93,3.67,0
C02943,2024-09-04,Mid Value,7,740.48,3.43,0
C02944,2023-02-01,Mid Value,3,378.07,3.88,0
C02945,2024-09-10,Mid Value,5,586.89,4.36,0
C02946,2024-09-03,Low Value,3,194.69,4.04,0
C02947,2023-09-04,Mid Value,1,132.32,3.53,1
C02948,2024-12-09,Mid Value,6,995.24,3.32,1
C02949,2024-11-25,Mid Value,1,124.01,3.36,0
C02950,2024-06-22,Mid Value,2,200.32,4.72,0
C02951,2023-11-09,Mid Value,1,116.44,3.53,0
C02952,2023-12-05,Low Value,1,54.97,3.42,1
C02953,2024-10-28,Low Value,3,123.48,4.17,0
C02954,2024-07-03,Mid Value,6,643.13,3.32,0
C02955,2023-07-10,Low Value,2,110.53,3.84,0
C02956,2023-07-20,Low Value,4,168.71,4.11,0
C02957,2024-06-19,Mid Value,5,588.01,2.6,0
C02958,2024-02-15,Mid Value,1,94.66,4.09,0
C02959,2023-10-03,Low Value,3,124.86,4.87,1
C02960,2023-10-16,Low Value,1,68.51,3.44,0
C02961,2023-03-17,Low Value,1,50.71,2.77,1
C02962,2023-10-17,Low Value,2,98.76,4.42,0
C02963,2024-03-26,Low Value,4,182.17,2.87,0
C02964,2024-10-28,Low Value,1,50.21,3.59,0
C02965,2023-04-17,Mid Value,5,575.55,4.04,0
C02966,2023-02-17,Low Value,1,48.81,3.41,1
C02967,2023-07-25,Mid Value,5,534.33,4.27,0
C02968,2024-07-17,High Value,3,1221.05,4.65,0
C02969,2024-12-15,Low Value,3,144.86,3.58,0
C02970,2024-12-06,Low Value,4,144.74,3.46,0
C02971,2024-05-09,Mid Value,5,524.83,3.75,0
C02972,2023-09-08,High Value,3,1133.87,3.97,0
C02973,2023-07-30,High Value,7,3559.37,4.53,1
C02974,2024-02-01,Low Value,1,49.84,3.29,0
C02975,2024-11-25,Mid Value,5,371.3,3.6,1
C02976,2024-10-25,Low Value,1,56.69,3.79,0
C02977,2023-02-25,Mid Value,4,572.32,3.93,0
C02978,2023-02-11,Mid Value,4,653.38,4.74,0
C02979,2023-02-08,Mid Value,5,485.69,4.25,0
C02980,2023-08-09,Low Value,1,56.49,3.04,0
C02981,2024-03-15,Low Value,3,140.51,4.07,1
C02982,2023-01-01,Mid Value,9,814.0,3.66,0
C02983,2024-09-25,Low Value,1,58.2,3.37,0
C02984,2024-08-09,Low Value,1,63.63,2.81,0
C02985,2023-02-17,High Value,5,1680.16,3.52,0
C02986,2024-12-08,Low Value,3,122.35,2.57,0
C02987,2024-04-15,Mid Value,4,440.56,3.66,0
C02988,2024-01-14,Mid Value,5,495.92,4.05,0
C02989,2023-02-04,Mid Value,1,100.38,4.63,1
C02990,2023-03-13,Mid Value,7,1126.0,4.33,0
C02991,2024-05-06,Mid Value,2,351.74,2.76,0
C02992,2023-12-24,Low Value,3,143.62,3.12,0
C02993,2023-11-23,Low Value,1,47.64,2.78,0
C02994,2023-04-14,Mid Value,1,102.31,4.12,0
C02995,2023-03-04,High Value,7,3417.45,4.74,0
C02996,2023-08-01,High Value,7,2882.49,4.67,1
C02997,2024-03-12,Low Value,4,187.78,4.71,0
C02998,2023-02-06,High Value,10,4051.31,4.02,0
C02999,2024-09-21,Mid Value,7,647.66,3.78,0
C03000,2024-06-12,Low Value,4,195.7,4.19,1
C03001,2023-08-04,Low Value,3,118.13,3.77,1
C03002,2024-06-11,Mid Value,6,748.21,3.89,0
C03003,2024-08-27,Mid Value,2,284.44,4.95,0
C03004,2023-09-03,Mid Value,1,119.06,4.24,1
C03005,2024-08-10,Low Value,2,89.36,2.41,0
C03006,2024-08-18,Low Value,1,43.51,4.71,0
C03007,2023-11-11,Low Value,3,144.5,3.37,1
C03008,2023-03-14,Low Value,1,43.87,4.33,0
C03009,2023-02-22,Low Value,1,39.9,3.16,0
C03010,2024-10-14,Low Value,5,230.3,4.14,0
C03011,2024-08-31,Mid Value,3,403.7,4.02,0
C03012,2023-08-08,Low Value,1,63.28,3.42,0
C03013,2024-06-03,Mid Value,3,356.53,3.85,0
C03014,2023-07-26,Mid Value,2,252.71,4.37,0
C03015,2024-12-25,Low Value,2,87.01,4.25,0
C03016,2024-02-26,Low Value,1,49.16,2.32,0
C03017,2023-11-18,Low Value,1,40.85,3.08,0
C03018,2024-08-29,Low Value,3,131.7,3.95,1
C03019,2024-08-31,Mid Value,3,329.69,4.2,0
C03020,2024-10-19,Mid Value,4,632.44,4.01,0
C03021,2024-04-25,Mid Value,3,297.86,2.26,0
C03022,2023-03-10,Mid Value,8,792.47,4.46,0
C03023,2023-03-04,High Value,10,3384.05,4.99,0
C03024,2024-12-09,Low Value,1,38.25,3.65,0
C03025,2024-05-05,Low Value,1,34.41,3.73,0
C03026,2023-01-29,Low Value,2,83.12,3.29,1
C03027,2024-07-28,Low Value,1,44.49,3.19,1
C03028,2023-07-10,Low Value,1,36.11,3.96,0
C03029,2024-12-14,Low Value,1,67.3,3.8,0
C03030,2023-10-15,Low Value,2,82.87,3.65,1
C03031,2023-07-23,Mid Value,2,225.43,4.11,0
C03032,2023-04-20,Low Value,1,45.35,3.07,0
C03033,2023-09-21,Low Value,2,79.71,3.01,0
C03034,2024-01-23,High Value,6,1447.73,3.93,0
C03035,2023-07-29,Low Value,2,138.81,3.09,1
C03036,2023-04-19,Low Value,2,93.78,3.84,0
C03037,2023-09-26,Low Value,1,56.75,3.14,0
C03038,2024-11-01,Low Value,1,45.46,3.42,0
C03039,2023-10-26,Low Value,2,119.2,2.19,0
C03040,2024-02-16,High Value,4,1150.29,4.13,0
C03041,2023-05-09,Low Value,4,220.35,2.93,1
C03042,2024-08-18,Low Value,2,78.83,3.66,0
C03043,2023-07-27,Low Value,1,52.25,3.64,0
C03044,2024-07-14,Low Value,3,201.13,2.7,0
C03045,2024-03-22,Low Value,2,66.11,3.48,0
C03046,2023-06-07,Low Value,1,51.81,3.55,0
C03047,2024-05-09,Low Value,4,277.55,2.19,0
C03048,2024-05-31,Mid Value,2,158.38,3.03,0
C03049,2023-08-01,Low Value,1,50.57,3.48,1
C03050,2024-05-17,Low Value,1,45.59,3.21,1
C03051,2023-08-23,Mid Value,4,527.95,4.31,1
C03052,2024-08-15,Mid Value,5,727.52,4.51,0
C03053,2023-02-02,High Value,2,561.49,4.55,0
C03054,2023-11-26,Low Value,1,50.91,3.85,0
C03055,2024-04-11,High Value,5,1546.76,4.23,0
C03056,2024-01-11,Mid Value,4,532.32,4.47,0
C03057,2024-11-07,Low Value,1,33.13,3.41,0
C03058,2023-07-17,Low Value,1,52.1,3.84,0
C03059,2024-10-07,High Value,10,5094.12,4.68,0
C03060,2023-12-18,Mid Value,1,125.87,3.49,1
C03061,2023-11-22,Mid Value,3,348.16,4.6,0
C03062,2024-05-13,Low Value,4,198.24,4.78,0
C03063,2023-05-07,Mid Value,4,508.08,4.8,0
C03064,2023-11-22,Low Value,1,80.4,3.61,0
C03065,2024-03-04,Low Value,1,53.91,3.57,1
C03066,2024-09-23,Low Value,2,109.12,3.26,0
C03067,2023-12-13,Low Value,5,320.37,2.75,0
C03068,2024-12-16,Mid Value,5,654.83,4.45,0
C03069,2024-03-04,Low Value,2,98.43,2.71,1
C03070,2023-05-17,Low Value,3,111.96,3.55,0
C03071,2024-12-08,High Value,12,4887.69,3.99,0
C03072,2023-12-13,High Value,2,430.41,3.66,0
C03073,2024-10-21,Mid Value,7,852.33,4.53,0
C03074,2023-03-16,Mid Value,3,365.57,4.67,0
C03075,2023-05-17,Mid Value,2,252.46,3.88,0
C03076,2024-09-18,Mid Value,5,747.62,4.04,0
C03077,2023-10-31,Low Value,5,292.7,3.98,0
C03078,2024-08-30,High Value,2,640.19,4.12,0
C03079,2024-05-17,Mid Value,6,596.06,4.67,0
C03080,2024-12-19,Low Value,2,86.07,3.2,0
C03081,2023-01-02,High Value,3,942.53,3.83,0
C03082,2024-02-06,Mid Value,4,680.46,4.51,0
C03083,2024-12-02,Mid Value,3,375.47,4.06,0
C03084,2024-04-05,Low Value,3,131.14,3.79,1
C03085,2024-08-18,High Value,6,2468.61,3.78,0
C03086,2024-04-13,Low Value,1,54.04,3.71,1
C03087,2024-11-09,Mid Value,1,136.9,3.07,0
C03088,2023-10-27,Low Value,1,51.42,3.07,0
C03089,2024-01-18,Low Value,2,65.93,3.4,0
C03090,2024-08-06,Mid Value,3,239.68,3.02,0
C03091,2023-03-28,Low Value,4,254.28,3.05,0
C03092,2023-12-20,Low Value,3,204.93,3.83,0
C03093,2024-09-11,High Value,6,1553.06,3.82,0
C03094,2024-12-20,High Value,4,1451.79,4.01,0
C03095,2023-05-25,Mid Value,5,691.76,3.6,0
C03096,2023-04-11,Mid Value,7,893.35,2.42,0
C03097,2023-11-13,Mid Value,5,585.93,5.0,0
C03098,2023-02-16,High Value,7,2176.0,4.09,0
C03099,2024-08-17,Low Value,2,126.02,3.18,0
C03100,2024-02-02,Mid Value,4,429.34,3.44,0
C03101,2024-01-27,Low Value,2,96.85,3.01,1
C03102,2023-05-01,Low Value,2,95.48,3.97,0
C03103,2024-12-07,Mid Value,7,1012.28,4.12,0
C03104,2023-02-20,Mid Value,2,196.68,4.86,0
C03105,2023-12-01,Mid Value,6,797.19,5.0,0
C03106,2024-09-24,Mid Value,3,370.26,4.67,0
C03107,2024-09-01,Low Value,2,74.74,2.77,0
C03108,2023-03-18,Mid Value,5,700.63,2.78,0
C03109,2023-10-07,Low Value,4,131.97,3.99,1
C03110,2024-02-29,Low Value,3,208.01,3.39,0
C03111,2024-06-27,Mid Value,2,220.22,3.7,0
C03112,2023-01-18,Low Value,1,36.98,3.71,0
C03113,2023-05-11,High Value,8,2625.35,4.22,0
C03114,2023-12-20,High Value,3,749.29,3.36,0
C03115,2023-04-29,Mid Value,4,493.3,4.8,0
C03116,2024-04-13,Low Value,3,79.02,3.74,0
C03117,2023-04-28,Mid Value,4,609.7,3.88,0
C03118,2023-08-05,Low Value,1,65.31,3.74,0
C03119,2024-11-21,Low Value,1,47.44,3.83,0
C03120,2024-12-23,Mid Value,4,177.13,4.32,0
C03121,2024-11-05,High Value,6,2267.16,4.35,0
C03122,2024-04-04,Low Value,1,33.71,3.98,0
C03123,2023-02-13,Mid Value,2,220.16,3.54,0
C03124,2024-10-08,Low Value,2,78.9,4.29,1
C03125,2023-11-25,High Value,4,1582.54,2.88,0
C03126,2024-03-23,Low Value,1,56.53,4.08,1
C03127,2023-04-04,Low Value,1,57.91,2.58,1
C03128,2023-07-05,Low Value,1,42.47,3.73,1
C03129,2023-10-30,High Value,10,3299.54,3.58,0
C03130,2023-11-09,Low Value,1,40.43,3.88,0
C03131,2024-12-08,High Value,7,2059.32,3.49,0
C03132,2023-09-08,Low Value,1,63.91,3.19,0
C03133,2024-10-17,Mid Value,2,260.3,4.57,0
C03134,2024-05-26,Mid Value,3,312.17,3.11,1
C03135,2024-08-30,Mid Value,2,280.19,3.92,0
C03136,2024-11-12,Low Value,3,173.98,3.24,0
C03137,2023-06-16,Low Value,1,68.28,3.24,0
C03138,2024-10-18,Mid Value,3,292.36,4.37,0
C03139,2023-05-18,Mid Value,3,380.99,3.2,0
C03140,2023-02-07,High Value,7,2294.86,4.5,0
